"","Drug","QTLregion","Gene_ID","Feature_ID","Gene_Name"
"3040","Fenbendazole_15","V:8398703-16253803","WBGene00007085","AH10.4","NA"
"3041","Fenbendazole_15","V:8398703-16253803","WBGene00007082","AH10.1","acs-10"
"3042","Fenbendazole_15","V:8398703-16253803","WBGene00007083","AH10.2","NA"
"3043","Fenbendazole_15","V:8398703-16253803","WBGene00011364","T02B5.3","NA"
"3044","Fenbendazole_15","V:8398703-16253803","WBGene00005104","T02B5.4","srd-26"
"3045","Fenbendazole_15","V:8398703-16253803","WBGene00011362","T02B5.1","NA"
"3046","Fenbendazole_15","V:8398703-16253803","WBGene00011363","T02B5.2","ocam-1"
"3047","Fenbendazole_15","V:8398703-16253803","WBGene00013875","ZC376.3","NA"
"3048","Fenbendazole_15","V:8398703-16253803","WBGene00013874","ZC376.2b","NA"
"3049","Fenbendazole_15","V:8398703-16253803","WBGene00013873","ZC376.1","NA"
"3050","Fenbendazole_15","V:8398703-16253803","WBGene00013879","ZC376.8","NA"
"3051","Fenbendazole_15","V:8398703-16253803","WBGene00006613","ZC376.5.1","trm-1"
"3052","Fenbendazole_15","V:8398703-16253803","WBGene00013877","ZC376.6b","NA"
"3053","Fenbendazole_15","V:8398703-16253803","WBGene00013878","ZC376.7a.1","atfs-1"
"3054","Fenbendazole_15","V:8398703-16253803","WBGene00011793","T16A9.3","NA"
"3055","Fenbendazole_15","V:8398703-16253803","WBGene00006261","T16A9.2","str-230"
"3056","Fenbendazole_15","V:8398703-16253803","WBGene00011795","T16A9.5.1","NA"
"3057","Fenbendazole_15","V:8398703-16253803","WBGene00011794","T16A9.4b.1","nep-21"
"3058","Fenbendazole_15","V:8398703-16253803","WBGene00050975","K02E11.11","NA"
"3059","Fenbendazole_15","V:8398703-16253803","WBGene00010510","K02E11.1","ent-3"
"3060","Fenbendazole_15","V:8398703-16253803","WBGene00044109","K02E11.10","NA"
"3061","Fenbendazole_15","V:8398703-16253803","WBGene00010511","K02E11.2","sre-7"
"3062","Fenbendazole_15","V:8398703-16253803","WBGene00010512","K02E11.3","NA"
"3063","Fenbendazole_15","V:8398703-16253803","WBGene00010518","K02E11.9","NA"
"3064","Fenbendazole_15","V:8398703-16253803","WBGene00010515","K02E11.6","NA"
"3065","Fenbendazole_15","V:8398703-16253803","WBGene00010516","K02E11.7","NA"
"3066","Fenbendazole_15","V:8398703-16253803","WBGene00009596","F40G12.1","sre-8"
"3067","Fenbendazole_15","V:8398703-16253803","WBGene00009597","F40G12.2","NA"
"3068","Fenbendazole_15","V:8398703-16253803","WBGene00009599","F40G12.4","NA"
"3069","Fenbendazole_15","V:8398703-16253803","WBGene00009600","F40G12.5","NA"
"3070","Fenbendazole_15","V:8398703-16253803","WBGene00009601","F40G12.6","NA"
"3071","Fenbendazole_15","V:8398703-16253803","WBGene00009602","F40G12.7","NA"
"3072","Fenbendazole_15","V:8398703-16253803","WBGene00009603","F40G12.8","srt-33"
"3073","Fenbendazole_15","V:8398703-16253803","WBGene00044002","F40G12.15","srt-74"
"3074","Fenbendazole_15","V:8398703-16253803","WBGene00009604","F40G12.9","NA"
"3075","Fenbendazole_15","V:8398703-16253803","WBGene00009605","F40G12.10","NA"
"3076","Fenbendazole_15","V:8398703-16253803","WBGene00009606","F40G12.11","NA"
"3077","Fenbendazole_15","V:8398703-16253803","WBGene00008788","F14D7.1","NA"
"3078","Fenbendazole_15","V:8398703-16253803","WBGene00008789","F14D7.2","NA"
"3079","Fenbendazole_15","V:8398703-16253803","WBGene00008796","F14D7.9","NA"
"3080","Fenbendazole_15","V:8398703-16253803","WBGene00008790","F14D7.3","NA"
"3081","Fenbendazole_15","V:8398703-16253803","WBGene00008792","F14D7.5a","NA"
"3082","Fenbendazole_15","V:8398703-16253803","WBGene00008793","F14D7.6d","NA"
"3083","Fenbendazole_15","V:8398703-16253803","WBGene00008794","F14D7.7","NA"
"3084","Fenbendazole_15","V:8398703-16253803","WBGene00008797","F14D7.10","NA"
"3085","Fenbendazole_15","V:8398703-16253803","WBGene00045490","F14D7.14","NA"
"3086","Fenbendazole_15","V:8398703-16253803","WBGene00008798","F14D7.11","NA"
"3087","Fenbendazole_15","V:8398703-16253803","WBGene00008795","F14D7.8","NA"
"3088","Fenbendazole_15","V:8398703-16253803","WBGene00009802","F47B8.1","NA"
"3089","Fenbendazole_15","V:8398703-16253803","WBGene00009803","F47B8.2","NA"
"3090","Fenbendazole_15","V:8398703-16253803","WBGene00044193","F47B8.13","NA"
"3091","Fenbendazole_15","V:8398703-16253803","WBGene00044194","F47B8.14","NA"
"3092","Fenbendazole_15","V:8398703-16253803","WBGene00009804","F47B8.3","NA"
"3093","Fenbendazole_15","V:8398703-16253803","WBGene00009805","F47B8.4b","NA"
"3094","Fenbendazole_15","V:8398703-16253803","WBGene00219324","F47B8.18","NA"
"3095","Fenbendazole_15","V:8398703-16253803","WBGene00009806","F47B8.5b","NA"
"3096","Fenbendazole_15","V:8398703-16253803","WBGene00009807","F47B8.6","pepm-1"
"3097","Fenbendazole_15","V:8398703-16253803","WBGene00009809","F47B8.8","NA"
"3098","Fenbendazole_15","V:8398703-16253803","WBGene00009808","F47B8.7","srm-4"
"3099","Fenbendazole_15","V:8398703-16253803","WBGene00044112","F47B8.12","srm-5"
"3100","Fenbendazole_15","V:8398703-16253803","WBGene00009811","F47B8.10","NA"
"3101","Fenbendazole_15","V:8398703-16253803","WBGene00006057","F47B8.11","sss-2"
"3102","Fenbendazole_15","V:8398703-16253803","WBGene00013024","Y49A3A.1","cept-2"
"3103","Fenbendazole_15","V:8398703-16253803","WBGene00013026","Y49A3A.3","NA"
"3104","Fenbendazole_15","V:8398703-16253803","WBGene00000877","Y49A3A.5","cyn-1"
"3105","Fenbendazole_15","V:8398703-16253803","WBGene00013027","Y49A3A.4","NA"
"3106","Fenbendazole_15","V:8398703-16253803","WBGene00006775","F56A12.1","unc-39"
"3107","Fenbendazole_15","V:8398703-16253803","WBGene00007618","C15H11.10","NA"
"3108","Fenbendazole_15","V:8398703-16253803","WBGene00007613","C15H11.1","NA"
"3109","Fenbendazole_15","V:8398703-16253803","WBGene00077576","C15H11.13","NA"
"3110","Fenbendazole_15","V:8398703-16253803","WBGene00007614","C15H11.2a","gnrr-2"
"3111","Fenbendazole_15","V:8398703-16253803","WBGene00003834","C15H11.3a","nxf-1"
"3112","Fenbendazole_15","V:8398703-16253803","WBGene00003835","C15H11.6.1","nxf-2"
"3113","Fenbendazole_15","V:8398703-16253803","WBGene00007615","C15H11.5.1","set-31"
"3114","Fenbendazole_15","V:8398703-16253803","WBGene00000985","C15H11.4.1","dhs-22"
"3115","Fenbendazole_15","V:8398703-16253803","WBGene00003922","C15H11.7","pas-1"
"3116","Fenbendazole_15","V:8398703-16253803","WBGene00007616","C15H11.8.1","rpoa-12"
"3117","Fenbendazole_15","V:8398703-16253803","WBGene00007617","C15H11.9","rrbs-1"
"3118","Fenbendazole_15","V:8398703-16253803","WBGene00009079","F23B12.1","NA"
"3119","Fenbendazole_15","V:8398703-16253803","WBGene00001170","F23B12.9","egl-1"
"3120","Fenbendazole_15","V:8398703-16253803","WBGene00009081","F23B12.4a.1","NA"
"3121","Fenbendazole_15","V:8398703-16253803","WBGene00009082","F23B12.5","dlat-1"
"3122","Fenbendazole_15","V:8398703-16253803","WBGene00006465","F23B12.6.2","fntb-1"
"3123","Fenbendazole_15","V:8398703-16253803","WBGene00009084","F23B12.7.1","NA"
"3124","Fenbendazole_15","V:8398703-16253803","WBGene00000257","F23B12.8b","bmk-1"
"3125","Fenbendazole_15","V:8398703-16253803","WBGene00000592","F08H9.1","coh-3"
"3126","Fenbendazole_15","V:8398703-16253803","WBGene00008590","F08H9.2","NA"
"3127","Fenbendazole_15","V:8398703-16253803","WBGene00008591","F08H9.3","NA"
"3128","Fenbendazole_15","V:8398703-16253803","WBGene00008592","F08H9.4a","NA"
"3129","Fenbendazole_15","V:8398703-16253803","WBGene00023515","F08H9.12","srz-97"
"3130","Fenbendazole_15","V:8398703-16253803","WBGene00008594","F08H9.6","clec-57"
"3131","Fenbendazole_15","V:8398703-16253803","WBGene00008593","F08H9.5","clec-227"
"3132","Fenbendazole_15","V:8398703-16253803","WBGene00008595","F08H9.7","clec-56"
"3133","Fenbendazole_15","V:8398703-16253803","WBGene00008596","F08H9.8","clec-54"
"3134","Fenbendazole_15","V:8398703-16253803","WBGene00008597","F08H9.9","clec-55"
"3135","Fenbendazole_15","V:8398703-16253803","WBGene00194788","R02D5.10","NA"
"3136","Fenbendazole_15","V:8398703-16253803","WBGene00010977","R02D5.3","NA"
"3137","Fenbendazole_15","V:8398703-16253803","WBGene00010976","R02D5.1","NA"
"3138","Fenbendazole_15","V:8398703-16253803","WBGene00010979","R02D5.6b","NA"
"3139","Fenbendazole_15","V:8398703-16253803","WBGene00050937","R02D5.8","NA"
"3140","Fenbendazole_15","V:8398703-16253803","WBGene00194707","C53A5.17","NA"
"3141","Fenbendazole_15","V:8398703-16253803","WBGene00194706","C53A5.16b","NA"
"3142","Fenbendazole_15","V:8398703-16253803","WBGene00008262","C53A5.1.1","ril-1"
"3143","Fenbendazole_15","V:8398703-16253803","WBGene00008265","C53A5.5a","kcnl-4"
"3144","Fenbendazole_15","V:8398703-16253803","WBGene00007049","C53A5.4","tag-191"
"3145","Fenbendazole_15","V:8398703-16253803","WBGene00008266","C53A5.6b","NA"
"3146","Fenbendazole_15","V:8398703-16253803","WBGene00008270","C53A5.13a","NA"
"3147","Fenbendazole_15","V:8398703-16253803","WBGene00005204","C53A5.8","srg-47"
"3148","Fenbendazole_15","V:8398703-16253803","WBGene00008267","C53A5.9","NA"
"3149","Fenbendazole_15","V:8398703-16253803","WBGene00008268","C53A5.10","srt-32"
"3150","Fenbendazole_15","V:8398703-16253803","WBGene00008269","C53A5.11","NA"
"3151","Fenbendazole_15","V:8398703-16253803","WBGene00001519","Y40H4A.1b","gar-3"
"3152","Fenbendazole_15","V:8398703-16253803","WBGene00012741","Y40H4A.2","NA"
"3153","Fenbendazole_15","V:8398703-16253803","WBGene00003982","R11H6.1.1","pes-9"
"3154","Fenbendazole_15","V:8398703-16253803","WBGene00011250","R11H6.2.1","NA"
"3155","Fenbendazole_15","V:8398703-16253803","WBGene00011251","R11H6.3c","glb-22"
"3156","Fenbendazole_15","V:8398703-16253803","WBGene00011252","R11H6.4a","NA"
"3157","Fenbendazole_15","V:8398703-16253803","WBGene00011253","R11H6.5","NA"
"3158","Fenbendazole_15","V:8398703-16253803","WBGene00009650","F43D2.1","ccnk-1"
"3159","Fenbendazole_15","V:8398703-16253803","WBGene00001986","F43D2.4a","hot-1"
"3160","Fenbendazole_15","V:8398703-16253803","WBGene00009652","F43D2.3","NA"
"3161","Fenbendazole_15","V:8398703-16253803","WBGene00044191","F43D2.6","NA"
"3162","Fenbendazole_15","V:8398703-16253803","WBGene00008319","C54G10.1","NA"
"3163","Fenbendazole_15","V:8398703-16253803","WBGene00004337","C54G10.2a","rfc-1"
"3164","Fenbendazole_15","V:8398703-16253803","WBGene00004060","C54G10.3b","pmp-3"
"3165","Fenbendazole_15","V:8398703-16253803","WBGene00008320","C54G10.4b.1","NA"
"3166","Fenbendazole_15","V:8398703-16253803","WBGene00005242","C47E8.2","srh-17"
"3167","Fenbendazole_15","V:8398703-16253803","WBGene00008146","C47E8.9a","NA"
"3168","Fenbendazole_15","V:8398703-16253803","WBGene00008141","C47E8.1","NA"
"3169","Fenbendazole_15","V:8398703-16253803","WBGene00008142","C47E8.3","NA"
"3170","Fenbendazole_15","V:8398703-16253803","WBGene00008143","C47E8.4a.1","NA"
"3171","Fenbendazole_15","V:8398703-16253803","WBGene00008144","C47E8.6","gasr-8"
"3172","Fenbendazole_15","V:8398703-16253803","WBGene00006836","C47E8.7.1","unc-112"
"3173","Fenbendazole_15","V:8398703-16253803","WBGene00008145","C47E8.8a","set-5"
"3174","Fenbendazole_15","V:8398703-16253803","WBGene00011134","R08A2.3","ssp-33"
"3175","Fenbendazole_15","V:8398703-16253803","WBGene00011136","R08A2.5b","NA"
"3176","Fenbendazole_15","V:8398703-16253803","WBGene00011133","R08A2.2","NA"
"3177","Fenbendazole_15","V:8398703-16253803","WBGene00011135","R08A2.4","fbxa-147"
"3178","Fenbendazole_15","V:8398703-16253803","WBGene00011132","R08A2.1","NA"
"3179","Fenbendazole_15","V:8398703-16253803","WBGene00013047","Y50E8A.2","NA"
"3180","Fenbendazole_15","V:8398703-16253803","WBGene00003861","Y50E8A.3","oig-3"
"3181","Fenbendazole_15","V:8398703-16253803","WBGene00006795","Y50E8A.4a","unc-61"
"3182","Fenbendazole_15","V:8398703-16253803","WBGene00013048","Y50E8A.5","NA"
"3183","Fenbendazole_15","V:8398703-16253803","WBGene00013049","Y50E8A.6","NA"
"3184","Fenbendazole_15","V:8398703-16253803","WBGene00013050","Y50E8A.7","lipl-8"
"3185","Fenbendazole_15","V:8398703-16253803","WBGene00001817","Y50E8A.16","haf-7"
"3186","Fenbendazole_15","V:8398703-16253803","WBGene00013052","Y50E8A.9a","scrm-7"
"3187","Fenbendazole_15","V:8398703-16253803","WBGene00013053","Y50E8A.10","NA"
"3188","Fenbendazole_15","V:8398703-16253803","WBGene00013054","Y50E8A.11","NA"
"3189","Fenbendazole_15","V:8398703-16253803","WBGene00013055","Y50E8A.12a","NA"
"3190","Fenbendazole_15","V:8398703-16253803","WBGene00008183","C48G7.3a.1","rin-1"
"3191","Fenbendazole_15","V:8398703-16253803","WBGene00012291","W06A7.2a","NA"
"3192","Fenbendazole_15","V:8398703-16253803","WBGene00012294","W06A7.5","nspa-8"
"3193","Fenbendazole_15","V:8398703-16253803","WBGene00012293","W06A7.4a","NA"
"3194","Fenbendazole_15","V:8398703-16253803","WBGene00004336","W06A7.3f","ret-1"
"3195","Fenbendazole_15","V:8398703-16253803","WBGene00001540","ZC412.2","gcy-14"
"3196","Fenbendazole_15","V:8398703-16253803","WBGene00013885","ZC412.4","NA"
"3197","Fenbendazole_15","V:8398703-16253803","WBGene00013884","ZC412.3.1","NA"
"3198","Fenbendazole_15","V:8398703-16253803","WBGene00013886","ZC412.5","NA"
"3199","Fenbendazole_15","V:8398703-16253803","WBGene00044274","H12D21.15","nspa-7"
"3200","Fenbendazole_15","V:8398703-16253803","WBGene00044273","H12D21.14","nspa-6"
"3201","Fenbendazole_15","V:8398703-16253803","WBGene00044271","H12D21.12","nspa-2"
"3202","Fenbendazole_15","V:8398703-16253803","WBGene00010380","H12D21.4","mpst-2"
"3203","Fenbendazole_15","V:8398703-16253803","WBGene00010381","H12D21.5","NA"
"3204","Fenbendazole_15","V:8398703-16253803","WBGene00010383","H12D21.7b","mpst-3"
"3205","Fenbendazole_15","V:8398703-16253803","WBGene00010382","H12D21.6","NA"
"3206","Fenbendazole_15","V:8398703-16253803","WBGene00010386","H12D21.10a","NA"
"3207","Fenbendazole_15","V:8398703-16253803","WBGene00010385","H12D21.9","NA"
"3208","Fenbendazole_15","V:8398703-16253803","WBGene00010387","H12D21.11","NA"
"3209","Fenbendazole_15","V:8398703-16253803","WBGene00012364","W09D12.1","NA"
"3210","Fenbendazole_15","V:8398703-16253803","WBGene00005211","W09D12.3","srg-54"
"3211","Fenbendazole_15","V:8398703-16253803","WBGene00005212","W09D12.2","srg-55"
"3212","Fenbendazole_15","V:8398703-16253803","WBGene00044176","C30G7.2b","NA"
"3213","Fenbendazole_15","V:8398703-16253803","WBGene00044177","C30G7.3","NA"
"3214","Fenbendazole_15","V:8398703-16253803","WBGene00044178","C30G7.4.1","NA"
"3215","Fenbendazole_15","V:8398703-16253803","WBGene00001852","C30G7.1","hil-1"
"3216","Fenbendazole_15","V:8398703-16253803","WBGene00044179","C30G7.5","NA"
"3217","Fenbendazole_15","V:8398703-16253803","WBGene00206370","F02D8.9","NA"
"3218","Fenbendazole_15","V:8398703-16253803","WBGene00008520","F02D8.1","NA"
"3219","Fenbendazole_15","V:8398703-16253803","WBGene00006960","F02D8.3","xbx-1"
"3220","Fenbendazole_15","V:8398703-16253803","WBGene00008521","F02D8.4","NA"
"3221","Fenbendazole_15","V:8398703-16253803","WBGene00011318","T01C3.1","cdt-2"
"3222","Fenbendazole_15","V:8398703-16253803","WBGene00011319","T01C3.2","NA"
"3223","Fenbendazole_15","V:8398703-16253803","WBGene00011320","T01C3.3","NA"
"3224","Fenbendazole_15","V:8398703-16253803","WBGene00011321","T01C3.4","fil-1"
"3225","Fenbendazole_15","V:8398703-16253803","WBGene00011322","T01C3.5","irld-14"
"3226","Fenbendazole_15","V:8398703-16253803","WBGene00001423","T01C3.7.1","fib-1"
"3227","Fenbendazole_15","V:8398703-16253803","WBGene00011323","T01C3.8a","mut-15"
"3228","Fenbendazole_15","V:8398703-16253803","WBGene00011324","T01C3.9","NA"
"3229","Fenbendazole_15","V:8398703-16253803","WBGene00003775","T01C3.10a","nmr-2"
"3230","Fenbendazole_15","V:8398703-16253803","WBGene00008832","F14H8.1a","obr-2"
"3231","Fenbendazole_15","V:8398703-16253803","WBGene00008833","F14H8.2","NA"
"3232","Fenbendazole_15","V:8398703-16253803","WBGene00008835","F14H8.5","NA"
"3233","Fenbendazole_15","V:8398703-16253803","WBGene00000562","F14H8.6b","cng-1"
"3234","Fenbendazole_15","V:8398703-16253803","WBGene00077582","F14H8.8","NA"
"3235","Fenbendazole_15","V:8398703-16253803","WBGene00007714","C25D7.1","NA"
"3236","Fenbendazole_15","V:8398703-16253803","WBGene00004747","C25D7.3","sdc-3"
"3237","Fenbendazole_15","V:8398703-16253803","WBGene00007716","C25D7.4a","fbxa-82"
"3238","Fenbendazole_15","V:8398703-16253803","WBGene00007717","C25D7.5","NA"
"3239","Fenbendazole_15","V:8398703-16253803","WBGene00050940","C25D7.16","NA"
"3240","Fenbendazole_15","V:8398703-16253803","WBGene00003155","C25D7.6","mcm-3"
"3241","Fenbendazole_15","V:8398703-16253803","WBGene00007719","C25D7.9","NA"
"3242","Fenbendazole_15","V:8398703-16253803","WBGene00007718","C25D7.8","otub-1"
"3243","Fenbendazole_15","V:8398703-16253803","WBGene00007720","C25D7.10","NA"
"3244","Fenbendazole_15","V:8398703-16253803","WBGene00001021","C01G10.12","dnj-3"
"3245","Fenbendazole_15","V:8398703-16253803","WBGene00006808","C01G10.11f.1","unc-76"
"3246","Fenbendazole_15","V:8398703-16253803","WBGene00007237","C01G10.10a","NA"
"3247","Fenbendazole_15","V:8398703-16253803","WBGene00007236","C01G10.9","NA"
"3248","Fenbendazole_15","V:8398703-16253803","WBGene00007235","C01G10.8.1","NA"
"3249","Fenbendazole_15","V:8398703-16253803","WBGene00007234","C01G10.7","NA"
"3250","Fenbendazole_15","V:8398703-16253803","WBGene00007233","C01G10.6","NA"
"3251","Fenbendazole_15","V:8398703-16253803","WBGene00077583","C01G10.18","NA"
"3252","Fenbendazole_15","V:8398703-16253803","WBGene00044658","C01G10.17","NA"
"3253","Fenbendazole_15","V:8398703-16253803","WBGene00007241","C01G10.16","NA"
"3254","Fenbendazole_15","V:8398703-16253803","WBGene00005969","C01G10.3","srx-78"
"3255","Fenbendazole_15","V:8398703-16253803","WBGene00007230","C01G10.1","NA"
"3256","Fenbendazole_15","V:8398703-16253803","WBGene00007239","C01G10.14","NA"
"3257","Fenbendazole_15","V:8398703-16253803","WBGene00013566","Y75B12A.2","NA"
"3258","Fenbendazole_15","V:8398703-16253803","WBGene00011342","T01G5.7","NA"
"3259","Fenbendazole_15","V:8398703-16253803","WBGene00011341","T01G5.6","NA"
"3260","Fenbendazole_15","V:8398703-16253803","WBGene00077585","T01G5.8","NA"
"3261","Fenbendazole_15","V:8398703-16253803","WBGene00011339","T01G5.1","NA"
"3262","Fenbendazole_15","V:8398703-16253803","WBGene00011340","T01G5.2","ugt-30"
"3263","Fenbendazole_15","V:8398703-16253803","WBGene00005615","T01G5.3","srj-27"
"3264","Fenbendazole_15","V:8398703-16253803","WBGene00005658","T01G5.4","srr-7"
"3265","Fenbendazole_15","V:8398703-16253803","WBGene00006215","T01G5.5","str-171"
"3266","Fenbendazole_15","V:8398703-16253803","WBGene00010685","K08F9.2","aipl-1"
"3267","Fenbendazole_15","V:8398703-16253803","WBGene00010684","K08F9.1a","NA"
"3268","Fenbendazole_15","V:8398703-16253803","WBGene00010686","K08F9.3d","NA"
"3269","Fenbendazole_15","V:8398703-16253803","WBGene00010687","K08F9.4","NA"
"3270","Fenbendazole_15","V:8398703-16253803","WBGene00202514","T09F5.20b","NA"
"3271","Fenbendazole_15","V:8398703-16253803","WBGene00011665","T09F5.1","NA"
"3272","Fenbendazole_15","V:8398703-16253803","WBGene00011666","T09F5.2","NA"
"3273","Fenbendazole_15","V:8398703-16253803","WBGene00005278","T09F5.5","srh-55"
"3274","Fenbendazole_15","V:8398703-16253803","WBGene00006110","T09F5.3","str-45"
"3275","Fenbendazole_15","V:8398703-16253803","WBGene00023506","T09F5.16","srz-11"
"3276","Fenbendazole_15","V:8398703-16253803","WBGene00014836","T09F5.12a","NA"
"3277","Fenbendazole_15","V:8398703-16253803","WBGene00005483","T09F5.8","srh-278"
"3278","Fenbendazole_15","V:8398703-16253803","WBGene00011668","T09F5.9","clec-47"
"3279","Fenbendazole_15","V:8398703-16253803","WBGene00011669","T09F5.10","NA"
"3280","Fenbendazole_15","V:8398703-16253803","WBGene00011670","T09F5.11","fbxa-84"
"3281","Fenbendazole_15","V:8398703-16253803","WBGene00013567","Y75B12B.1b","NA"
"3282","Fenbendazole_15","V:8398703-16253803","WBGene00013568","Y75B12B.3","NA"
"3283","Fenbendazole_15","V:8398703-16253803","WBGene00013569","Y75B12B.4","bath-36"
"3284","Fenbendazole_15","V:8398703-16253803","WBGene00000879","Y75B12B.5","cyn-3"
"3285","Fenbendazole_15","V:8398703-16253803","WBGene00004037","Y75B12B.6","plc-2"
"3286","Fenbendazole_15","V:8398703-16253803","WBGene00045402","Y75B12B.13","NA"
"3287","Fenbendazole_15","V:8398703-16253803","WBGene00005748","Y75B12B.7","srw-1"
"3288","Fenbendazole_15","V:8398703-16253803","WBGene00013572","Y75B12B.10","NA"
"3289","Fenbendazole_15","V:8398703-16253803","WBGene00013570","Y75B12B.8","NA"
"3290","Fenbendazole_15","V:8398703-16253803","WBGene00008058","C41G6.12","NA"
"3291","Fenbendazole_15","V:8398703-16253803","WBGene00008059","C41G6.13","NA"
"3292","Fenbendazole_15","V:8398703-16253803","WBGene00008060","C41G6.16","NA"
"3293","Fenbendazole_15","V:8398703-16253803","WBGene00005536","C41G6.11","sri-24"
"3294","Fenbendazole_15","V:8398703-16253803","WBGene00005538","C41G6.14","sri-26"
"3295","Fenbendazole_15","V:8398703-16253803","WBGene00005537","C41G6.10","sri-25"
"3296","Fenbendazole_15","V:8398703-16253803","WBGene00005381","C41G6.9","srh-165"
"3297","Fenbendazole_15","V:8398703-16253803","WBGene00008057","C41G6.6","irld-25"
"3298","Fenbendazole_15","V:8398703-16253803","WBGene00005771","C41G6.7","srw-24"
"3299","Fenbendazole_15","V:8398703-16253803","WBGene00005761","C41G6.8b","srw-14"
"3300","Fenbendazole_15","V:8398703-16253803","WBGene00005762","C41G6.3","srw-15"
"3301","Fenbendazole_15","V:8398703-16253803","WBGene00005760","C41G6.15","srw-13"
"3302","Fenbendazole_15","V:8398703-16253803","WBGene00008056","C41G6.5","nhr-164"
"3303","Fenbendazole_15","V:8398703-16253803","WBGene00005759","C41G6.2","srw-12"
"3304","Fenbendazole_15","V:8398703-16253803","WBGene00005758","M01B2.11","srw-11"
"3305","Fenbendazole_15","V:8398703-16253803","WBGene00010799","M01B2.6","chil-12"
"3306","Fenbendazole_15","V:8398703-16253803","WBGene00002211","M01B2.1","kin-30"
"3307","Fenbendazole_15","V:8398703-16253803","WBGene00005106","M01B2.2","srd-28"
"3308","Fenbendazole_15","V:8398703-16253803","WBGene00010798","M01B2.4","srbc-76"
"3309","Fenbendazole_15","V:8398703-16253803","WBGene00010797","M01B2.3","srbc-75"
"3310","Fenbendazole_15","V:8398703-16253803","WBGene00010802","M01B2.9","srsx-39"
"3311","Fenbendazole_15","V:8398703-16253803","WBGene00010800","M01B2.7","srsx-37"
"3312","Fenbendazole_15","V:8398703-16253803","WBGene00010801","M01B2.8","NA"
"3313","Fenbendazole_15","V:8398703-16253803","WBGene00010803","M01B2.10","NA"
"3314","Fenbendazole_15","V:8398703-16253803","WBGene00045337","M01B2.12","NA"
"3315","Fenbendazole_15","V:8398703-16253803","WBGene00045338","M01B2.13","NA"
"3316","Fenbendazole_15","V:8398703-16253803","WBGene00045339","T10H4.13","NA"
"3317","Fenbendazole_15","V:8398703-16253803","WBGene00005769","T10H4.3","srw-22"
"3318","Fenbendazole_15","V:8398703-16253803","WBGene00011697","T10H4.4","NA"
"3319","Fenbendazole_15","V:8398703-16253803","WBGene00005763","T10H4.5","srw-16"
"3320","Fenbendazole_15","V:8398703-16253803","WBGene00005764","T10H4.6","srw-17"
"3321","Fenbendazole_15","V:8398703-16253803","WBGene00005766","T10H4.8","srw-19"
"3322","Fenbendazole_15","V:8398703-16253803","WBGene00005942","T10H4.9","srx-51"
"3323","Fenbendazole_15","V:8398703-16253803","WBGene00011698","T10H4.10","cyp-34A1"
"3324","Fenbendazole_15","V:8398703-16253803","WBGene00011699","T10H4.11","cyp-34A2"
"3325","Fenbendazole_15","V:8398703-16253803","WBGene00006153","T10H4.2","str-96"
"3326","Fenbendazole_15","V:8398703-16253803","WBGene00000783","T10H4.12","cpr-3"
"3327","Fenbendazole_15","V:8398703-16253803","WBGene00005939","T26H8.2","srx-48"
"3328","Fenbendazole_15","V:8398703-16253803","WBGene00077588","T26H8.5","NA"
"3329","Fenbendazole_15","V:8398703-16253803","WBGene00012072","T26H8.4","NA"
"3330","Fenbendazole_15","V:8398703-16253803","WBGene00014195","ZK1037.11","srz-10"
"3331","Fenbendazole_15","V:8398703-16253803","WBGene00014190","ZK1037.1","irld-62"
"3332","Fenbendazole_15","V:8398703-16253803","WBGene00014191","ZK1037.3","srt-22"
"3333","Fenbendazole_15","V:8398703-16253803","WBGene00014192","ZK1037.4a","nhr-246"
"3334","Fenbendazole_15","V:8398703-16253803","WBGene00045515","ZK1037.13","NA"
"3335","Fenbendazole_15","V:8398703-16253803","WBGene00014193","ZK1037.5","nhr-247"
"3336","Fenbendazole_15","V:8398703-16253803","WBGene00014194","ZK1037.6","NA"
"3337","Fenbendazole_15","V:8398703-16253803","WBGene00005499","ZK1037.8","srh-295"
"3338","Fenbendazole_15","V:8398703-16253803","WBGene00005860","ZK1037.9","srw-113"
"3339","Fenbendazole_15","V:8398703-16253803","WBGene00006953","ZK1037.10","wrt-7"
"3340","Fenbendazole_15","V:8398703-16253803","WBGene00044086","H02K04.2","clec-228"
"3341","Fenbendazole_15","V:8398703-16253803","WBGene00010355","H02K04.1","clec-229"
"3342","Fenbendazole_15","V:8398703-16253803","WBGene00006954","C29F3.2","wrt-8"
"3343","Fenbendazole_15","V:8398703-16253803","WBGene00007804","C29F3.3","NA"
"3344","Fenbendazole_15","V:8398703-16253803","WBGene00007806","C29F3.5","clec-230"
"3345","Fenbendazole_15","V:8398703-16253803","WBGene00007805","C29F3.4","clec-231"
"3346","Fenbendazole_15","V:8398703-16253803","WBGene00005949","C29F3.6","srx-58"
"3347","Fenbendazole_15","V:8398703-16253803","WBGene00007807","C29F3.7a","NA"
"3348","Fenbendazole_15","V:8398703-16253803","WBGene00001150","C29F3.1","ech-1.1"
"3349","Fenbendazole_15","V:8398703-16253803","WBGene00011150","R08H2.9","nhr-269"
"3350","Fenbendazole_15","V:8398703-16253803","WBGene00011151","R08H2.10","NA"
"3351","Fenbendazole_15","V:8398703-16253803","WBGene00005275","R08H2.7","srh-52"
